period,total family benefits,total contributive child benefits,total auh,total spouse benefit, total school aid,total wedding benefit,total prenatal benefit,total pregnancy benefit,total birth benefit
49,2520386.58817193,752951.6998641681,1152561.603260069,182734.89378734896,335716.68740343326,25414.91514732592,24574.143717272556,38765.173500391094,8593.375442841572
period,total family benefits,total contributive child benefits,total auh,total spouse benefit, total school aid,total wedding benefit,total prenatal benefit,total pregnancy benefit,total birth benefit
50,2228222.4982178826,676274.582089133,1083287.6160721732,184553.86599898752,210264.97560841334,18672.64089884849,23561.96302053085,24403.78372759285,8236.100776164345
period,total family benefits,total contributive child benefits,total auh,total spouse benefit, total school aid,total wedding benefit,total prenatal benefit,total pregnancy benefit,total birth benefit
51,2708300.98149862,912723.44312249,1335186.8172113257,353360.7739418734,0.0,7528.916671450253,43550.57414319212,45027.0325430946,12476.44588406013
period,total family benefits,total contributive child benefits,total auh,total spouse benefit, total school aid,total wedding benefit,total prenatal benefit,total pregnancy benefit,total birth benefit
52,2627460.0291173216,881627.3586552626,1321885.276169634,333911.1763989436,0.0,7744.8150212606615,33282.17094858297,39881.543885552615,10482.077322803974
period,total family benefits,total contributive child benefits,total auh,total spouse benefit, total school aid,total wedding benefit,total prenatal benefit,total pregnancy benefit,total birth benefit
53,2665739.8972867765,622833.178512486,1152403.7941382981,290326.52301926917,520553.38569443475,1651.7129669671885,24791.866837945505,48106.16736467184,6971.492163336388
period,total family benefits,total contributive child benefits,total auh,total spouse benefit, total school aid,total wedding benefit,total prenatal benefit,total pregnancy benefit,total birth benefit
54,2590590.3250466455,1085446.6389957056,1124913.4848160115,286521.87179071474,0.0,6376.309884942946,40392.50013135967,41885.85132136101,5395.92400245251
period,total family benefits,total contributive child benefits,total auh,total spouse benefit, total school aid,total wedding benefit,total prenatal benefit,total pregnancy benefit,total birth benefit
55,2230338.133716858,832364.3825086837,1050074.5021551354,265339.5444586397,0.0,2233.7253720154367,43954.54971009334,31188.30698185978,5971.597625560308
period,total family benefits,total contributive child benefits,total auh,total spouse benefit, total school aid,total wedding benefit,total prenatal benefit,total pregnancy benefit,total birth benefit
56,3690335.508605953,2097283.9132161415,1112291.4728473888,346755.3928238319,0.0,6966.840651460056,75810.59383800057,39816.54246644306,11683.12333441098
period,total family benefits,total contributive child benefits,total auh,total spouse benefit, total school aid,total wedding benefit,total prenatal benefit,total pregnancy benefit,total birth benefit
57,4021858.9701672676,1687710.5058277454,1171492.6227705318,327235.37949521065,710516.798426988,11345.875200785411,70139.43788397491,32788.910912323474,10629.439649707658
period,total family benefits,total contributive child benefits,total auh,total spouse benefit, total school aid,total wedding benefit,total prenatal benefit,total pregnancy benefit,total birth benefit
58,3673937.3135969546,1996097.113031573,1180074.503809022,358058.5117362762,0.0,15355.863646027923,69780.21697640578,44300.37064081289,10797.779530259162
period,total family benefits,total contributive child benefits,total auh,total spouse benefit, total school aid,total wedding benefit,total prenatal benefit,total pregnancy benefit,total birth benefit
59,3352561.6965957233,1748465.9802211882,1114488.1224607532,339379.6817182486,0.0,10946.164093221463,86699.2200734968,41213.72138630403,11368.80664251129
period,total family benefits,total contributive child benefits,total auh,total spouse benefit, total school aid,total wedding benefit,total prenatal benefit,total pregnancy benefit,total birth benefit
60,3805513.015116429,2107403.527534332,1179663.157291777,360423.267337616,0.0,12381.585190363208,82499.31288367328,51013.87811859353,12128.286760073292
period,total family benefits,total contributive child benefits,total auh,total spouse benefit, total school aid,total wedding benefit,total prenatal benefit,total pregnancy benefit,total birth benefit
61,4049033.367131229,1769869.2258846725,1115940.1188283565,335630.29001047544,709228.740447718,11016.801723628085,64266.091818956,32269.443503094262,10812.654914328597
period,total family benefits,total contributive child benefits,total auh,total spouse benefit, total school aid,total wedding benefit,total prenatal benefit,total pregnancy benefit,total birth benefit
62,3057457.495274757,1597744.1263630022,1048458.1011242637,305763.52002690174,0.0,6489.794395320444,63757.14808699063,26795.8938504975,8448.91142778034
period,total family benefits,total contributive child benefits,total auh,total spouse benefit, total school aid,total wedding benefit,total prenatal benefit,total pregnancy benefit,total birth benefit
63,2829013.3847474256,1427832.3362093656,1001196.85281041,301539.7758882019,0.0,5953.437461929904,46069.60922345972,40093.13117512428,6793.277474978882
period,total family benefits,total contributive child benefits,total auh,total spouse benefit, total school aid,total wedding benefit,total prenatal benefit,total pregnancy benefit,total birth benefit
64,2816246.6314905323,1421039.24071907,1014657.5691028532,297349.21952335874,0.0,7578.1823409043955,40293.973503555564,29414.851713387565,6373.887487778159
period,total family benefits,total contributive child benefits,total auh,total spouse benefit, total school aid,total wedding benefit,total prenatal benefit,total pregnancy benefit,total birth benefit
65,3418602.502606181,1393409.1055050911,1014216.9764827754,302903.6784375491,604302.3010174746,5472.040687203239,48389.698376183536,43494.10061056992,7002.803361508602
period,total family benefits,total contributive child benefits,total auh,total spouse benefit, total school aid,total wedding benefit,total prenatal benefit,total pregnancy benefit,total birth benefit
66,2851588.454924976,1477390.6500448384,961317.8810949853,302432.87090715696,0.0,5482.735678773965,64194.16236147725,31068.484637414538,10161.548961962846
period,total family benefits,total contributive child benefits,total auh,total spouse benefit, total school aid,total wedding benefit,total prenatal benefit,total pregnancy benefit,total birth benefit
67,2776712.974090266,1414264.7738851833,967067.5508699436,300198.0646575739,0.0,5722.510489795101,53809.108977129465,28010.527923460144,8100.316048813764
period,total family benefits,total contributive child benefits,total auh,total spouse benefit, total school aid,total wedding benefit,total prenatal benefit,total pregnancy benefit,total birth benefit
