Period,"Gini sedlac, all income","Gini sedlac, labour income","Gini sedlac, labour and pension income","Gini sedlac, labour and family benefits income","Decile ratio, all income","Decile ratio, labour income","Decile ratio, labour and pension income","Decile ratio, labour and familiy benefits income","Top 10%, share of all income","Top 10%, share of labour income","Top 10%, share of labour and pension income","Top 10%, share of labour and familiy benefits income","Bottom 10%, share of all income","Bottom 10%, share of labour income","Bottom 10%, share of labour and pension income","Bottom 10%, share of labour and familiy benefits income"
49,0.3947416861909655,0.46629722180132099,0.41200219522033432,0.4476104366323716,7.093736357463098,12.153629831643656,8.765650687325696,9.754888326292889,0.23171445243264238,0.25984377960907373,0.2408924788236989,0.24685393661425117,0.03150786486495341,0.02623362902366022,0.023704990812272043,0.03633573015401058
50,0.39311949543961616,0.43986457524613509,0.4056009951050098,0.43235780642184257,6.911952246371388,10.109204046824932,8.03107875587858,8.619343523825874,0.2296359901414096,0.252523163183709,0.23631291183337672,0.24297174657496298,0.03418581618323432,0.02816248631156086,0.025680395294856613,0.03945268601463604
51,0.39448047912633927,0.44081874574146324,0.40977497974724031,0.42828988878077778,6.838861133376051,10.336176182204609,8.13940618980758,8.591641548236456,0.23122783795536503,0.2553211210545996,0.23913607260056058,0.2442235448210349,0.03690363256381809,0.026589028113491005,0.027017924715108197,0.03960079287566362
52,0.39745272612797988,0.44453317703076678,0.41166766346778233,0.43009194411363277,7.034012294885615,10.949866379706638,8.600871939329325,8.630728587458814,0.23093791984246728,0.2534288373054746,0.2378158632475019,0.24365751159075455,0.03625687378689806,0.02830540519903366,0.027428198010760664,0.04004144411010657
53,0.39584551837252885,0.44767760301123377,0.41124102117293948,0.43199721411105013,6.83624808242417,10.619918302958103,8.362970847630203,8.34033575721163,0.22823723830949286,0.25482647760971056,0.23592934252556394,0.2439376704074831,0.036578182782766526,0.02744199987517651,0.027784119930431346,0.03898150708737983
54,0.39595241847267482,0.44780034230208671,0.41168500044518275,0.43246203805095479,7.002232161760021,10.975769641167146,8.190052298002033,8.655693168869734,0.227817912400721,0.2533588886521981,0.23620213844935659,0.2413953144109907,0.03762403957535288,0.02839673825108905,0.027210009945430824,0.04219443566643759
55,0.39832868102461072,0.44649978743949209,0.41275227344746823,0.4320770671811503,6.929747758307915,10.774391406953841,8.383102319040312,8.412634450330179,0.22823321291536242,0.2562585821340263,0.23572091654035554,0.2455973801079748,0.0379095503985771,0.029198476592759825,0.02819550708559912,0.04187946900262313
56,0.38948412658469456,0.44489987634876493,0.40738341620308788,0.42562984787085234,6.7949613987676205,10.504759182989531,8.227427878013637,8.337520267591268,0.21854564117417918,0.2425334639186223,0.22892267679790135,0.22779821363980282,0.0360897734041085,0.02805488888382179,0.02679541050601239,0.040433974596432214
57,0.39189703730918346,0.45053146655013115,0.41250838430794434,0.42847348990965312,6.799293691704034,10.713580843296285,8.589621065171183,8.26096411329676,0.2218090744089858,0.25184375397413505,0.2340854855450965,0.23436741635293085,0.03713636189782275,0.027829459736498974,0.027120279370383582,0.04103289005029929
58,0.38919531705379862,0.44796052935093039,0.40767629728038102,0.42843775757123614,6.739932450657685,10.765128677382638,8.344521634255173,8.397643629212492,0.2207129733517565,0.24595849452698126,0.23110406346293846,0.23108549730905076,0.03656657751332729,0.02805347638817758,0.027199271013290796,0.04059547325162791
59,0.3922839270899342,0.45001277025999792,0.40880363173300843,0.43173917784954446,6.70592990725832,11.164220135537922,8.324030246523115,8.555838783014126,0.22364455547347342,0.25155156551972696,0.2335700950817191,0.23743244864444485,0.03777859061849376,0.03012902127130617,0.0284492511122162,0.042354619008589174
60,0.38809267095261535,0.45186037732512996,0.40619970748098833,0.43011616683115916,6.648425595330429,11.049952273741633,8.27382316550175,8.351232391269322,0.22104978592987645,0.2446040729145278,0.23129646316808233,0.23002355616487408,0.03933568727461533,0.03206890156277501,0.029537697573546566,0.045099383153673
61,0.39213326678737725,0.45190996161856073,0.41189295898659373,0.4301736605448247,6.677942574911684,10.906327699173744,8.272016682485148,8.33076567475565,0.21859652037423213,0.24548935880398304,0.23055791864532701,0.2286098692960383,0.04047345507122772,0.03123197497742742,0.02955348030498841,0.0455868998246043
62,0.39125857622373866,0.45152845413274528,0.40874035516144347,0.43164746435410178,6.566709914178681,10.666866188454708,8.110959402706829,8.378140102471196,0.2197544035636187,0.24417217141723133,0.22978636120161056,0.2299468371878506,0.03952206826861309,0.03278629865768436,0.030311085003000608,0.04493245894649391
63,0.39657443155841221,0.45515429557569115,0.41416319466714496,0.43556100244635132,6.784211216436847,10.812144269611377,8.228146499506042,8.725205125118086,0.22358844590789634,0.24910715240384623,0.2334979266837698,0.23507390327029395,0.03843469306933426,0.030799644887590905,0.028695031422114648,0.0436075663204691
