Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
47,956007,1179679,978775,947923,890621,790709,703866,667044,582205,514657,414045
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
47,956007,1179679,978775,947923,890621,790709,703866,667044,582205,514657,414045
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
48,936991,1196030,976984,946528,901004,803372,692445,669087,599195,509882,417270
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
49,921115,1200618,991530,948265,898564,812054,693164,681712,592052,513641,415143
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
50,931862,1216015,995727,927544,917292,828576,685731,676026,599349,513563,419360
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
51,935176,1215352,1017995,927750,916959,823304,694505,689902,586369,519561,420688
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
52,925580,1212227,1030414,942459,917093,823903,704424,698488,576532,522430,422289
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
53,949026,1201454,1046380,936808,923372,834452,702893,691269,583745,519341,436711
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
54,937032,1209599,1040972,949980,928068,825622,710003,691472,592248,520109,441642
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
55,946195,1191582,1048299,966458,929094,832060,717063,692557,590205,517711,441485
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
56,937907,1201064,1058945,969592,940342,810239,744670,689483,574689,527020,449419
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
57,965634,1202866,1057871,962788,953600,810481,741617,697151,576998,531347,451885
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
58,962702,1202975,1072024,957875,951340,805205,766799,684998,591968,528262,461220
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
59,951154,1203118,1090645,957932,946395,819497,766694,677958,599638,526003,469598
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
60,940893,1187124,1112459,962550,941550,822393,770912,687535,590139,533594,476412
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
61,954581,1180340,1126497,965204,934545,834325,783295,688287,581713,546122,461473
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
62,957721,1180827,1135121,962740,928728,853050,782468,699681,572544,549375,473347
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
63,934717,1184500,1149427,951642,944821,863771,773387,701440,589520,547773,468857
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
64,946962,1161251,1159109,954109,955849,876820,758619,708810,601953,550777,460718
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
65,958686,1152272,1164019,963650,945781,881228,774536,706395,615911,549092,455303
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
66,960013,1171212,1162557,974150,949054,874383,789112,688103,635323,550555,462116
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
67,959337,1189061,1173648,973824,944292,883397,785570,691270,643498,551959,471808
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
68,956187,1179518,1192164,970541,943009,893161,797404,681215,646922,566300,468972
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
69,930823,1187307,1196206,982719,945413,890129,805633,681501,659318,557695,472268
