Period,"Gini sedlac, all income","Gini sedlac, labour income","Gini sedlac, labour and pension income","Gini sedlac, labour and family benefits income","Decile ratio, all income","Decile ratio, labour income","Decile ratio, labour and pension income","Decile ratio, labour and familiy benefits income","Top 10%, share of all income","Top 10%, share of labour income","Top 10%, share of labour and pension income","Top 10%, share of labour and familiy benefits income","Bottom 10%, share of all income","Bottom 10%, share of labour income","Bottom 10%, share of labour and pension income","Bottom 10%, share of labour and familiy benefits income"
49,0.39486261694153307,0.46628726223567663,0.41215258286427692,0.44759499369439787,7.09953396772262,12.160717924549173,8.756792119755458,9.7674091785903,0.22992771361855627,0.2605081530120654,0.23904635100494573,0.24747595452270243,0.031472812592282656,0.026218230424246307,0.023694690838636182,0.036281982890301885
50,0.39021142589587438,0.43690149961340791,0.40287934847306228,0.42855586583866878,6.834570349120182,9.877575631415947,8.069012978829035,8.525639859134442,0.2244908870308997,0.2454153084880875,0.23089073564405038,0.23632783269417904,0.034415469301399805,0.02692784022039776,0.026412715016486312,0.037596825044946484
51,0.39394256839262204,0.44043729208650073,0.40824075370407792,0.42761571171901702,6.8263691369913895,9.985067892171756,8.326509289612192,8.50397543349526,0.23175328667936096,0.25539349023923225,0.23913745684914947,0.2451198469167115,0.03573979581988903,0.02701741206196204,0.027069168771934327,0.03831405148464067
52,0.39777110526884257,0.44703827362858306,0.4119752038925269,0.43349573085033083,7.041235528860088,10.436581444261911,8.515443829681868,8.711465548235983,0.2297897574617497,0.25084625239180175,0.23692199799244176,0.24081265402621213,0.03613290874017256,0.027297701751950065,0.02660676340844353,0.039927485942139226
53,0.39925754773433114,0.4476308340116133,0.41416637796883715,0.4331341121521749,7.008030357858512,10.759567687762674,8.36451937183054,8.628312160797092,0.23211547845289277,0.260687358396936,0.2401383215832069,0.24930685425676688,0.03628850281840035,0.02643345213830057,0.026731945179634755,0.038934100374888085
54,0.39614769131314748,0.44407398240699852,0.41040786349165331,0.43150434980672492,7.108508973858751,10.724877220566864,8.295143335314947,8.789908641596016,0.2288509256659729,0.2525387680412455,0.23641258184950756,0.2418297601477646,0.03657739459024916,0.026496952853527656,0.02675727955729182,0.039527485495288825
55,0.40096455970256228,0.44565863522538546,0.41414859216542715,0.43458704556954764,6.98136942683179,10.299843890265356,8.179132516651595,8.849765136747886,0.22839209774241542,0.25744617316604357,0.23541374647238184,0.24742337542211856,0.03674277319237234,0.026736071763616937,0.027803588963466228,0.03844557420380589
56,0.39501122670160826,0.44655277649507497,0.41333269888072943,0.42834465491765661,6.994288007246494,10.484851664506861,8.34156143660383,8.54251156322427,0.22264123346326253,0.2470953325120562,0.23298985242698822,0.2325311817896192,0.03658173641488783,0.028201691659416137,0.027277896863058756,0.04049262551043134
57,0.40108017529493684,0.45821739320878285,0.42167702064408291,0.43717219456041551,6.907568234809153,11.25196711464218,8.721204530053337,8.619949350521697,0.22992594873990158,0.2674065154248793,0.2424739899255353,0.2492599951215924,0.037680988745331136,0.027611930543892303,0.027013097509398374,0.04155893490603891
58,0.40207544374134696,0.46179241767565066,0.42101251626691882,0.4410616344464629,7.176258963205058,11.818468298055821,9.215083397866726,9.148626002723585,0.23119814418420143,0.26335817437925274,0.24257647400716456,0.2468088170507624,0.03767173427394062,0.02901507209222838,0.02709211534356734,0.043061909895750435
